00052380.jpg,1247,116,1541,448,-1,-1
00052381.jpg,1247,116,1541,448,-1,-1
00052382.jpg,1247,116,1541,448,-1,-1
00052383.jpg,1247,116,1541,448,-1,-1
00052384.jpg,1249,116,1543,448,-1,-1
00052385.jpg,1252,115,1546,447,-1,-1
00052386.jpg,1254,115,1548,447,-1,-1
00052387.jpg,1254,114,1548,446,-1,-1
00052388.jpg,1256,114,1550,446,-1,-1
00052389.jpg,1259,113,1553,445,-1,-1
00052390.jpg,1261,112,1555,444,-1,-1
00052391.jpg,1262,112,1556,444,-1,-1
00052392.jpg,1262,112,1556,444,-1,-1
00052393.jpg,1262,112,1556,444,-1,-1
00052394.jpg,1263,112,1557,444,-1,-1
00052395.jpg,1263,112,1557,444,-1,-1
00052396.jpg,1258,106,1565,437,-1,-1
00052397.jpg,1258,106,1565,437,-1,-1
00052398.jpg,1254,106,1561,437,-1,-1
00052399.jpg,1237,109,1545,441,-1,-1
00052400.jpg,1220,112,1534,429,-1,-1
00052401.jpg,1220,112,1534,429,802,212
00052402.jpg,1220,112,1534,429,802,212
00052403.jpg,1215,112,1529,429,813,212
00052404.jpg,1211,112,1525,429,833,212
00052405.jpg,1208,112,1522,429,829,212
00052406.jpg,1206,112,1520,429,830,214
00052407.jpg,1206,112,1520,429,830,214
00052408.jpg,1204,113,1518,430,832,214
00052409.jpg,1204,113,1518,430,832,214
00052410.jpg,1203,114,1517,431,841,216
00052411.jpg,1202,115,1516,432,842,217
00052412.jpg,1202,115,1516,432,842,218
00052413.jpg,1202,116,1516,433,840,218
00052414.jpg,1202,116,1516,433,838,217
00052415.jpg,1203,116,1517,433,838,217
00052416.jpg,1203,116,1517,433,838,217
00052417.jpg,1203,116,1517,433,838,217
00052418.jpg,1203,116,1517,433,838,217
